,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
380,female,group D,master's degree,standard,1,90,90,95
381,female,group C,some college,free/reduced,0,34,42,39
382,female,group C,associate's degree,standard,0,55,65,67
383,female,group C,high school,free/reduced,1,61,72,73
384,male,group B,some high school,standard,1,73,86,85
385,male,group E,high school,standard,0,88,77,77
386,male,group D,some high school,free/reduced,1,59,58,59
387,male,group B,master's degree,standard,1,98,100,100
388,female,group E,associate's degree,free/reduced,1,85,91,95
389,male,group C,high school,standard,1,86,85,80
390,male,group D,some college,standard,1,83,85,85
391,male,group C,high school,standard,0,84,83,75
392,male,group C,bachelor's degree,standard,1,78,80,78
393,female,group C,some high school,standard,0,77,88,83
394,male,group C,some high school,standard,0,78,78,77
395,female,group B,associate's degree,standard,0,50,67,64
396,female,group D,associate's degree,standard,1,61,84,94
397,male,group C,high school,standard,1,88,97,89
398,male,group E,some college,standard,0,48,34,33
399,male,group B,master's degree,standard,1,79,71,74
400,male,group D,high school,free/reduced,0,68,66,64
401,female,group D,some college,standard,1,49,62,61
402,female,group C,bachelor's degree,standard,0,79,83,88
403,male,group C,some college,free/reduced,1,62,61,61
404,male,group C,some high school,free/reduced,0,55,50,54
405,female,group E,high school,standard,1,85,100,99
406,female,group E,high school,standard,0,59,62,60
407,male,group D,bachelor's degree,free/reduced,1,49,47,56
408,male,group D,bachelor's degree,standard,1,83,79,85
409,female,group D,some high school,free/reduced,0,54,68,63
410,female,group C,some college,free/reduced,0,46,68,59
411,female,group B,some high school,free/reduced,0,23,34,29
412,female,group C,some college,free/reduced,0,57,64,60
413,female,group D,high school,standard,1,62,59,68
414,female,group B,associate's degree,standard,1,97,100,100
415,male,group B,some college,standard,1,74,70,65
416,female,group D,some high school,free/reduced,1,61,77,77
417,female,group C,associate's degree,standard,1,59,72,74
418,male,group C,bachelor's degree,standard,0,85,88,83
419,female,group B,high school,free/reduced,0,55,64,55
420,male,group C,high school,standard,0,54,52,44
421,female,group C,some college,standard,0,64,70,68
422,female,group E,some college,standard,1,78,77,77
423,male,group C,some college,free/reduced,1,36,45,39
424,male,group C,some high school,free/reduced,0,66,65,65
425,female,group E,bachelor's degree,free/reduced,1,60,66,63
426,male,group C,associate's degree,standard,0,84,86,72
427,female,group C,some college,standard,0,36,47,54
428,female,group E,high school,standard,0,80,80,85
429,female,group C,some college,free/reduced,0,72,77,78
430,female,group B,some college,standard,1,49,63,61
431,male,group B,associate's degree,free/reduced,1,53,51,50
432,female,group B,high school,standard,0,76,83,81
433,female,group C,some college,standard,0,77,87,87
434,male,group B,master's degree,free/reduced,1,94,98,94
435,male,group C,some college,standard,0,79,72,67
436,male,group C,bachelor's degree,free/reduced,1,74,79,77
437,male,group E,associate's degree,standard,0,96,81,73
438,male,group A,associate's degree,free/reduced,1,56,50,54
439,male,group E,associate's degree,standard,0,92,77,73
440,male,group A,some college,standard,1,65,57,56
441,female,group B,high school,free/reduced,0,58,71,63
442,male,group B,high school,standard,1,63,56,53
443,female,group D,associate's degree,free/reduced,0,70,83,85
444,male,group B,bachelor's degree,standard,1,99,92,87
445,male,group D,some high school,free/reduced,0,77,60,66
446,male,group E,bachelor's degree,standard,1,91,84,86
447,female,group E,some college,free/reduced,0,59,66,58
448,female,group A,associate's degree,free/reduced,0,49,54,57
449,male,group E,some college,standard,1,72,73,66
450,male,group A,associate's degree,standard,0,89,82,79
451,male,group C,high school,free/reduced,0,58,51,50
452,male,group B,associate's degree,free/reduced,0,53,53,45
453,male,group C,bachelor's degree,standard,0,81,81,79
454,female,group E,some college,free/reduced,0,54,60,57
455,male,group B,high school,free/reduced,0,41,45,42
456,male,group A,some college,standard,0,76,69,70
457,male,group E,associate's degree,standard,1,100,90,88
458,male,group B,some high school,standard,0,65,62,52
459,female,group E,bachelor's degree,standard,1,95,93,99
460,male,group C,master's degree,free/reduced,1,73,71,77
461,female,group B,high school,standard,0,73,79,83
462,female,group C,some college,standard,0,66,70,66
463,male,group E,some high school,standard,0,75,64,61
464,female,group C,some college,free/reduced,0,58,58,60
465,male,group C,high school,standard,1,81,78,74
466,female,group B,some college,standard,0,76,75,69
467,female,group B,associate's degree,free/reduced,0,67,85,82
468,male,group B,high school,standard,1,65,58,59
469,female,group C,some college,free/reduced,1,74,89,86
470,female,group C,some college,free/reduced,1,57,74,69
471,male,group C,master's degree,standard,0,63,53,51
472,male,group A,some high school,standard,0,61,59,55
473,female,group E,some college,standard,0,65,60,60
474,female,group E,associate's degree,free/reduced,0,77,89,82
475,male,group B,high school,standard,0,92,78,79
476,male,group E,bachelor's degree,standard,0,69,46,46
477,female,group B,some high school,standard,1,42,57,56
478,female,group B,some high school,standard,1,46,55,60
479,female,group C,high school,standard,0,75,75,73
480,female,group C,some college,standard,0,75,85,84
481,male,group D,some college,free/reduced,1,87,87,87
482,male,group E,high school,standard,0,71,70,62
483,female,group E,associate's degree,standard,0,100,95,90
484,male,group A,associate's degree,free/reduced,1,69,70,67
485,female,group E,high school,standard,1,42,48,57
486,female,group D,some high school,standard,0,82,80,77
487,male,group B,high school,standard,0,77,75,68
488,male,group B,some college,standard,1,64,51,47
489,female,group B,some college,standard,0,69,68,65
490,male,group D,some college,standard,1,81,84,85
491,male,group C,high school,standard,0,55,53,41
492,male,group B,some high school,standard,0,38,25,27
493,female,group A,master's degree,free/reduced,1,47,63,63
494,female,group C,bachelor's degree,free/reduced,1,45,57,62
495,male,group B,high school,standard,0,67,61,63
496,male,group D,some college,standard,0,64,67,70
497,male,group C,some high school,standard,0,67,60,52
498,female,group D,some college,standard,0,66,61,67
499,female,group B,some high school,free/reduced,0,51,56,59
500,male,group B,some college,standard,0,62,55,56
501,male,group B,some college,free/reduced,1,75,75,66
502,male,group B,high school,free/reduced,0,42,42,31
503,female,group D,bachelor's degree,standard,1,92,88,95
504,male,group B,some college,standard,0,66,56,54
505,female,group B,high school,standard,1,75,88,84
506,male,group B,bachelor's degree,free/reduced,1,71,85,82
507,male,group E,master's degree,standard,0,80,79,77
508,male,group A,some college,standard,0,76,61,60
509,male,group C,master's degree,standard,1,62,62,58
510,male,group E,high school,free/reduced,0,88,78,76
511,female,group E,associate's degree,standard,1,82,86,86
512,male,group E,bachelor's degree,standard,1,99,94,97
513,male,group C,some college,standard,0,47,48,38
514,male,group B,some high school,standard,1,72,74,77
515,female,group E,some college,standard,0,81,92,88
516,female,group C,some high school,standard,0,38,50,42
517,female,group E,associate's degree,free/reduced,1,77,89,91
518,female,group D,associate's degree,free/reduced,0,47,56,54
519,male,group C,high school,free/reduced,0,41,50,47
520,male,group E,some college,standard,0,99,97,89
521,female,group C,associate's degree,standard,0,84,84,86
522,male,group C,some high school,standard,0,60,56,53
523,male,group D,high school,free/reduced,0,66,65,58
524,male,group C,high school,standard,0,68,64,62
525,male,group E,some college,standard,0,58,47,50
526,female,group B,associate's degree,standard,1,45,59,58
527,male,group C,some college,standard,0,68,56,53
528,male,group D,associate's degree,free/reduced,0,56,44,45
529,male,group A,associate's degree,free/reduced,0,54,61,61
530,female,group C,associate's degree,free/reduced,0,29,39,38
531,male,group C,high school,standard,0,54,55,56
532,female,group D,master's degree,standard,1,73,85,82
533,female,group D,bachelor's degree,standard,1,71,76,81
534,male,group A,bachelor's degree,free/reduced,1,62,60,67
535,female,group D,some high school,standard,0,59,62,62
536,male,group A,high school,standard,0,64,60,54
537,male,group C,some college,standard,1,94,89,93
538,male,group B,some high school,free/reduced,1,47,51,46
539,male,group D,some college,free/reduced,1,62,55,62
540,female,group D,associate's degree,free/reduced,0,38,59,58
541,male,group C,some college,free/reduced,0,77,71,64
542,female,group B,some college,standard,1,71,79,83
543,female,group D,some college,standard,1,87,93,94
544,female,group D,some high school,standard,0,68,75,78
545,male,group C,master's degree,standard,1,74,68,73
546,female,group E,high school,standard,0,72,71,72
547,male,group B,associate's degree,standard,0,77,72,61
548,male,group E,some high school,free/reduced,0,77,72,73
549,male,group C,some high school,free/reduced,0,25,22,22
550,female,group C,associate's degree,standard,1,72,81,86
551,male,group E,some college,standard,0,64,62,62
552,female,group D,some high school,standard,0,70,76,76
553,female,group D,bachelor's degree,free/reduced,0,46,50,55
554,female,group B,associate's degree,standard,0,70,83,82
555,male,group D,some high school,free/reduced,0,35,42,35
556,male,group C,some college,standard,0,75,65,59
557,male,group B,some college,standard,0,88,85,81
558,female,group B,some high school,free/reduced,1,47,65,58
559,female,group E,some college,free/reduced,1,57,64,67
560,male,group C,some high school,standard,0,68,65,52
561,male,group D,associate's degree,free/reduced,0,61,54,49
562,female,group C,some college,free/reduced,1,63,80,85
563,female,group D,some high school,free/reduced,0,49,72,62
564,male,group C,some college,standard,1,70,64,64
565,male,group E,some high school,standard,0,80,73,67
566,female,group C,bachelor's degree,standard,1,66,83,84
567,male,group C,some high school,standard,0,58,53,54
568,male,group B,some college,standard,1,89,96,94
569,female,group D,bachelor's degree,standard,1,74,76,86
570,male,group D,high school,free/reduced,0,52,43,40
571,female,group E,some high school,standard,1,61,63,69
572,female,group B,some college,standard,0,68,68,69
573,female,group B,high school,standard,0,53,55,56
574,male,group C,associate's degree,free/reduced,1,58,55,48
575,female,group B,high school,standard,0,83,83,86
576,female,group D,some college,standard,0,66,67,70
577,female,group B,some college,standard,0,67,66,68
578,female,group E,bachelor's degree,free/reduced,0,66,75,73
579,female,group C,associate's degree,standard,0,52,58,59
580,female,group D,master's degree,standard,0,70,83,86
581,male,group C,some high school,free/reduced,0,57,64,52
582,female,group C,associate's degree,standard,1,62,69,76
583,male,group A,bachelor's degree,standard,1,61,68,65
584,male,group B,some high school,free/reduced,0,49,48,45
585,female,group D,bachelor's degree,standard,0,66,79,78
586,female,group D,some college,free/reduced,1,75,97,100
587,male,group C,some high school,free/reduced,0,53,55,47
588,male,group B,some college,free/reduced,0,42,44,41
589,male,group A,associate's degree,free/reduced,0,50,45,41
590,male,group D,high school,standard,0,72,74,69
591,female,group D,bachelor's degree,standard,0,92,86,93
592,female,group E,high school,standard,0,89,90,93
593,male,group B,associate's degree,standard,0,68,60,62
594,male,group D,some college,free/reduced,0,78,77,68
595,female,group A,some college,standard,0,53,55,62
596,male,group D,bachelor's degree,standard,1,73,81,78
597,male,group E,some high school,standard,0,88,86,84
598,male,group B,high school,standard,0,67,61,58
599,female,group E,associate's degree,standard,0,98,100,100
600,female,group D,master's degree,standard,0,47,61,64
601,female,group C,master's degree,standard,0,70,83,78
602,male,group D,some college,standard,0,99,85,82
603,female,group D,high school,standard,0,40,57,53
604,male,group C,high school,standard,1,56,52,53
605,female,group E,high school,standard,1,69,81,87
606,female,group E,high school,standard,0,94,87,91
607,female,group A,high school,free/reduced,0,56,71,60
608,male,group D,bachelor's degree,standard,0,60,66,67
609,male,group A,master's degree,standard,1,91,92,91
610,female,group C,some college,free/reduced,0,45,44,49
611,male,group C,associate's degree,free/reduced,0,73,68,66
